item_description,shop_id,item_price,quantity_sold,shop_area_sq_ft,shop_profile,month
DRINK,92,270,1,617,default_value,10
DRINK,92,60,2,617,default_value,10
WATER,92,140,1,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,100,2,617,default_value,10
MILK,92,280,4,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,220,2,617,default_value,11
DRINK,92,440,2,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,100,1,617,default_value,11
DRINK,92,100,2,617,default_value,11
DRINK,92,100,0,617,default_value,11
DRINK,92,100,2,617,default_value,11
DRINK,92,100,0,617,default_value,11
DRINK,92,100,1,617,default_value,11
DRINK,92,160,2,617,default_value,11
WATER,92,70,2,617,default_value,11
DRINK,92,640,5,617,default_value,12
DRINK,92,220,2,617,default_value,12
MISSING,92,65,2,617,default_value,10
MISSING,92,130,3,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
WATER,92,70,1,617,default_value,10
DRINK,92,180,2,617,default_value,10
DRINK,92,150,1,617,default_value,10
DRINK,92,220,2,617,default_value,11
DRINK,92,160,1,617,default_value,11
DRINK,92,100,2,617,default_value,11
WATER,92,35,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,12
MISSING,92,70,1,617,default_value,12
DRINK,92,160,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,440,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,100,2,617,default_value,10
DRINK,92,70,1,617,default_value,10
DRINK,92,220,3,617,default_value,10
DRINK,92,110,2,617,default_value,10
WATER,92,35,1,617,default_value,10
WATER,92,140,2,617,default_value,10
MISSING,92,140,3,617,default_value,11
DRINK,92,150,1,617,default_value,11
MISSING,92,70,1,617,default_value,11
WATER,92,35,1,617,default_value,12
DRINK,92,290,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,150,1,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,70,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,220,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,160,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
MISSING,92,210,4,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,320,3,617,default_value,11
DRINK,92,220,2,617,default_value,11
WATER,92,70,2,617,default_value,11
WATER,92,35,3,617,default_value,11
DRINK,92,220,2,617,default_value,12
DRINK,92,440,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,290,2,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,220,2,617,default_value,11
DRINK,92,100,2,617,default_value,11
DRINK,92,100,0,617,default_value,11
DRINK,92,100,2,617,default_value,11
WATER,92,70,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,160,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,70,0,617,default_value,10
DRINK,92,60,2,617,default_value,10
DRINK,92,270,2,617,default_value,10
DRINK,92,110,1,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,440,2,617,default_value,10
DRINK,92,60,1,617,default_value,10
DRINK,92,320,2,617,default_value,10
WATER,92,70,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,270,1,617,default_value,11
DRINK,92,120,1,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
MILK,92,210,4,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,70,2,617,default_value,12
DRINK,92,150,1,617,default_value,12
WATER,92,70,2,617,default_value,12
WATER,92,70,1,617,default_value,12
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
WATER,92,70,2,617,default_value,11
MISSING,92,280,4,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,120,1,617,default_value,11
WATER,92,70,3,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,12
DRINK,92,440,3,617,default_value,12
MISSING,92,70,2,617,default_value,12
MISSING,92,70,1,617,default_value,12
DRINK,92,290,1,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,100,2,617,default_value,12
DRINK,92,100,1,617,default_value,12
DRINK,92,100,0,617,default_value,12
MISSING,92,140,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,440,3,617,default_value,12
DRINK,92,80,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,540,3,617,default_value,12
DRINK,92,400,5,617,default_value,12
DRINK,92,70,2,617,default_value,12
DRINK,92,220,2,617,default_value,10
DRINK,92,70,2,617,default_value,11
MISSING,92,280,5,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,440,2,617,default_value,11
DRINK,92,290,2,617,default_value,11
MISSING,92,210,4,617,default_value,11
DRINK,92,150,1,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,220,0,617,default_value,10
DRINK,92,220,1,617,default_value,10
MISSING,92,130,3,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,110,1,617,default_value,10
MILK,92,70,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,150,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,440,4,617,default_value,11
WATER,92,105,4,617,default_value,11
DRINK,92,60,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,800,4,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,150,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,70,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,2,617,default_value,10
DRINK,92,320,2,617,default_value,10
DRINK,92,100,1,617,default_value,11
DRINK,92,100,2,617,default_value,11
MISSING,92,70,2,617,default_value,11
MISSING,92,70,2,617,default_value,11
DRINK,92,120,2,617,default_value,11
DRINK,92,60,2,617,default_value,11
DRINK,92,270,2,617,default_value,11
DRINK,92,70,2,617,default_value,11
DRINK,92,110,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
MISSING,92,70,2,617,default_value,11
DRINK,92,60,2,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,120,1,617,default_value,12
DRINK,92,270,1,617,default_value,10
MISSING,92,260,3,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,100,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,220,2,617,default_value,11
DRINK,92,120,3,617,default_value,11
MISSING,92,140,2,617,default_value,11
MISSING,92,65,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,70,2,617,default_value,11
WATER,92,70,0,617,default_value,11
WATER,92,210,3,617,default_value,11
DRINK,92,70,1,617,default_value,11
DRINK,92,440,3,617,default_value,11
DRINK,92,150,1,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,60,1,617,default_value,12
DRINK,92,60,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,100,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
MISSING,92,70,3,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,150,2,617,default_value,11
MISSING,92,140,3,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,70,2,617,default_value,11
DRINK,92,100,2,617,default_value,11
DRINK,92,160,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,100,1,617,default_value,11
DRINK,92,100,2,617,default_value,11
DRINK,92,200,3,617,default_value,11
DRINK,92,160,1,617,default_value,11
DRINK,92,290,2,617,default_value,11
DRINK,92,160,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,160,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,100,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,290,1,617,default_value,10
DRINK,92,660,3,617,default_value,10
DRINK,92,450,3,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,200,2,617,default_value,11
DRINK,92,200,1,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,140,1,617,default_value,12
DRINK,92,160,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,100,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
WATER,92,70,3,617,default_value,12
DRINK,92,180,4,617,default_value,12
DRINK,92,220,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,60,1,617,default_value,10
WATER,92,70,2,617,default_value,10
DRINK,92,200,3,617,default_value,10
DRINK,92,150,1,617,default_value,10
DRINK,92,180,3,617,default_value,10
DRINK,92,220,1,617,default_value,11
DRINK,92,160,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
MISSING,92,65,2,617,default_value,12
MISSING,92,70,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,440,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
MILK,92,70,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,11
DRINK,92,150,2,617,default_value,11
MISSING,92,140,3,617,default_value,11
MISSING,92,70,1,617,default_value,11
MISSING,92,140,2,617,default_value,11
DRINK,92,100,2,617,default_value,11
WATER,92,140,5,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,270,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
MISSING,92,280,5,617,default_value,11
DRINK,92,100,3,617,default_value,11
DRINK,92,100,2,617,default_value,11
MISSING,92,70,2,617,default_value,11
DRINK,92,110,1,617,default_value,11
WATER,92,70,3,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,10
DRINK,92,120,1,617,default_value,10
DRINK,92,110,2,617,default_value,10
WATER,92,35,2,617,default_value,10
DRINK,92,150,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,100,2,617,default_value,10
DRINK,92,100,1,617,default_value,10
WATER,92,70,1,617,default_value,10
DRINK,92,160,2,617,default_value,10
DRINK,92,320,4,617,default_value,10
MISSING,92,70,1,617,default_value,11
DRINK,92,120,1,617,default_value,11
DRINK,92,100,2,617,default_value,11
WATER,92,35,1,617,default_value,11
DRINK,92,100,2,617,default_value,11
WATER,92,70,3,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,320,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,100,2,617,default_value,11
DRINK,92,100,1,617,default_value,11
DRINK,92,400,4,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,290,2,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,100,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,100,2,617,default_value,12
DRINK,92,100,1,617,default_value,12
DRINK,92,440,3,617,default_value,10
DRINK,92,150,2,617,default_value,11
MISSING,92,280,4,617,default_value,11
MISSING,92,70,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,150,2,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,150,2,617,default_value,12
WATER,92,140,3,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,110,1,617,default_value,12
DRINK,92,160,1,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,120,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
MISSING,92,70,1,617,default_value,12
DRINK,92,160,1,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,100,2,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
WATER,92,70,2,617,default_value,10
DRINK,92,100,2,617,default_value,11
DRINK,92,100,1,617,default_value,11
DRINK,92,120,3,617,default_value,11
DRINK,92,270,1,617,default_value,11
DRINK,92,150,2,617,default_value,11
MISSING,92,700,11,617,default_value,11
MISSING,92,700,10,617,default_value,11
MILK,92,350,5,617,default_value,11
DRINK,92,290,2,617,default_value,11
DRINK,92,440,3,617,default_value,11
MISSING,92,140,3,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,150,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,440,3,617,default_value,12
WATER,92,35,1,617,default_value,12
DRINK,92,110,1,617,default_value,12
DRINK,92,220,2,617,default_value,10
DRINK,92,200,3,617,default_value,10
DRINK,92,70,2,617,default_value,10
DRINK,92,220,1,617,default_value,11
DRINK,92,270,1,617,default_value,11
DRINK,92,70,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,290,2,617,default_value,11
DRINK,92,160,2,617,default_value,11
DRINK,92,220,0,617,default_value,12
WATER,92,35,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
MISSING,92,70,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
MISSING,92,65,1,617,default_value,10
DRINK,92,120,3,617,default_value,11
MISSING,92,70,2,617,default_value,11
DRINK,92,160,2,617,default_value,11
DRINK,92,110,2,617,default_value,11
DRINK,92,100,1,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,150,3,617,default_value,11
DRINK,92,120,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,3,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,220,1,617,default_value,12
MISSING,92,70,2,617,default_value,12
DRINK,92,270,1,617,default_value,12
DRINK,92,320,3,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,150,3,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,0,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,290,1,617,default_value,12
DRINK,92,100,2,617,default_value,12
MISSING,92,70,1,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
MISSING,92,140,3,617,default_value,12
DRINK,92,150,1,617,default_value,10
MISSING,92,260,5,617,default_value,10
DRINK,92,150,2,617,default_value,10
DRINK,92,150,1,617,default_value,10
DRINK,92,120,3,617,default_value,10
DRINK,92,60,2,617,default_value,10
MISSING,92,70,2,617,default_value,10
DRINK,92,60,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,330,3,617,default_value,11
DRINK,92,440,2,617,default_value,11
DRINK,92,220,3,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
WATER,92,140,2,617,default_value,12
MISSING,92,280,5,617,default_value,12
DRINK,92,220,2,617,default_value,10
DRINK,92,220,3,617,default_value,10
DRINK,92,150,1,617,default_value,10
DRINK,92,150,2,617,default_value,10
DRINK,92,780,13,617,default_value,10
DRINK,92,150,2,617,default_value,10
WATER,92,35,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,150,2,617,default_value,10
DRINK,92,150,1,617,default_value,10
DRINK,92,300,3,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,60,2,617,default_value,11
DRINK,92,60,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,120,3,617,default_value,11
WATER,92,35,2,617,default_value,11
WATER,92,35,1,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,200,3,617,default_value,11
DRINK,92,160,1,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,70,1,617,default_value,11
DRINK,92,440,2,617,default_value,11
DRINK,92,290,1,617,default_value,11
DRINK,92,290,3,617,default_value,11
DRINK,92,220,1,617,default_value,12
DRINK,92,290,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
MISSING,92,140,3,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,290,2,617,default_value,12
DRINK,92,220,2,617,default_value,10
DRINK,92,140,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
WATER,92,35,2,617,default_value,10
DRINK,92,220,1,617,default_value,11
DRINK,92,300,4,617,default_value,11
DRINK,92,80,2,617,default_value,11
DRINK,92,100,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,120,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,150,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,160,1,617,default_value,12
DRINK,92,140,3,617,default_value,12
DRINK,92,290,1,617,default_value,10
DRINK,92,440,3,617,default_value,10
DRINK,92,270,2,617,default_value,10
MISSING,92,65,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,300,3,617,default_value,10
DRINK,92,220,3,617,default_value,11
DRINK,92,150,1,617,default_value,11
MILK,92,140,3,617,default_value,11
DRINK,92,290,1,617,default_value,11
WATER,92,35,1,617,default_value,11
DRINK,92,70,1,617,default_value,11
DRINK,92,60,0,617,default_value,11
DRINK,92,120,1,617,default_value,11
DRINK,92,70,2,617,default_value,11
DRINK,92,160,2,617,default_value,11
DRINK,92,320,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,12
DRINK,92,150,1,617,default_value,12
DRINK,92,160,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
WATER,92,280,10,617,default_value,12
DRINK,92,110,1,617,default_value,12
DRINK,92,800,4,617,default_value,12
MISSING,92,140,3,617,default_value,12
WATER,92,70,1,617,default_value,11
DRINK,92,220,1,617,default_value,12
DRINK,92,160,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
MISSING,92,70,1,617,default_value,12
MISSING,92,630,10,617,default_value,12
DRINK,92,160,2,617,default_value,10
DRINK,92,100,2,617,default_value,10
MILK,92,140,3,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,440,3,617,default_value,11
DRINK,92,70,2,617,default_value,11
DRINK,92,440,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,60,1,617,default_value,11
DRINK,92,60,2,617,default_value,11
DRINK,92,290,2,617,default_value,12
DRINK,92,100,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,80,0,617,default_value,12
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,100,2,617,default_value,10
DRINK,92,100,1,617,default_value,10
MISSING,92,260,4,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,270,1,617,default_value,11
MISSING,92,210,4,617,default_value,11
DRINK,92,220,2,617,default_value,11
MILK,92,70,2,617,default_value,11
MISSING,92,140,2,617,default_value,11
DRINK,92,120,2,617,default_value,11
DRINK,92,290,2,617,default_value,12
WATER,92,70,2,617,default_value,12
DRINK,92,290,1,617,default_value,10
DRINK,92,150,1,617,default_value,10
MISSING,92,140,3,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,140,3,617,default_value,11
DRINK,92,100,1,617,default_value,12
DRINK,92,100,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
MISSING,92,140,3,617,default_value,12
WATER,92,70,1,617,default_value,12
DRINK,92,100,1,617,default_value,12
DRINK,92,270,1,617,default_value,10
DRINK,92,290,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,100,1,617,default_value,10
MISSING,92,280,5,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,100,2,617,default_value,10
DRINK,92,320,2,617,default_value,10
DRINK,92,270,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
WATER,92,35,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,0,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,220,0,617,default_value,11
DRINK,92,150,0,617,default_value,12
DRINK,92,300,4,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,960,7,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,580,3,617,default_value,12
WATER,92,35,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,100,1,617,default_value,10
DRINK,92,160,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
MISSING,92,65,1,617,default_value,10
DRINK,92,580,2,617,default_value,10
DRINK,92,810,3,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,270,1,617,default_value,10
WATER,92,35,2,617,default_value,10
DRINK,92,440,2,617,default_value,10
DRINK,92,300,2,617,default_value,11
DRINK,92,270,1,617,default_value,11
DRINK,92,1080,5,617,default_value,11
DRINK,92,660,3,617,default_value,11
DRINK,92,220,2,617,default_value,11
WATER,92,35,2,617,default_value,12
WATER,92,35,1,617,default_value,10
DRINK,92,150,1,617,default_value,10
DRINK,92,150,2,617,default_value,10
MISSING,92,65,1,617,default_value,10
MISSING,92,130,2,617,default_value,10
DRINK,92,150,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
WATER,92,35,1,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,110,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
MISSING,92,70,1,617,default_value,11
DRINK,92,150,1,617,default_value,11
MISSING,92,65,2,617,default_value,11
DRINK,92,150,2,617,default_value,11
MISSING,92,70,1,617,default_value,11
DRINK,92,70,3,617,default_value,11
WATER,92,35,0,617,default_value,11
DRINK,92,160,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,220,3,617,default_value,11
DRINK,92,290,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,110,2,617,default_value,10
MILK,92,70,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
WATER,92,70,2,617,default_value,10
DRINK,92,220,2,617,default_value,10
DRINK,92,60,1,617,default_value,11
DRINK,92,290,2,617,default_value,11
DRINK,92,270,1,617,default_value,11
DRINK,92,290,2,617,default_value,11
WATER,92,70,2,617,default_value,11
MISSING,92,140,3,617,default_value,11
DRINK,92,140,4,617,default_value,11
DRINK,92,290,2,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,100,2,617,default_value,12
DRINK,92,100,1,617,default_value,12
DRINK,92,100,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,100,2,617,default_value,10
MISSING,92,195,3,617,default_value,10
DRINK,92,60,1,617,default_value,10
MISSING,92,195,4,617,default_value,10
DRINK,92,300,2,617,default_value,10
DRINK,92,120,1,617,default_value,10
MISSING,92,70,2,617,default_value,11
MISSING,92,70,3,617,default_value,11
DRINK,92,220,1,617,default_value,11
WATER,92,70,3,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,660,4,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,80,2,617,default_value,12
DRINK,92,60,1,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,150,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,110,1,617,default_value,12
DRINK,92,220,0,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,100,2,617,default_value,12
DRINK,92,100,1,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,100,2,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,160,1,617,default_value,10
DRINK,92,100,1,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,160,1,617,default_value,10
DRINK,92,70,2,617,default_value,10
DRINK,92,290,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,150,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,270,1,617,default_value,11
DRINK,92,270,2,617,default_value,11
DRINK,92,100,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,220,1,617,default_value,12
DRINK,92,70,2,617,default_value,12
DRINK,92,60,2,617,default_value,12
DRINK,92,660,4,617,default_value,12
DRINK,92,220,2,617,default_value,12
DRINK,92,440,3,617,default_value,10
WATER,92,140,3,617,default_value,10
DRINK,92,220,1,617,default_value,10
DRINK,92,150,3,617,default_value,10
DRINK,92,80,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,80,2,617,default_value,11
DRINK,92,150,2,617,default_value,11
DRINK,92,220,1,617,default_value,11
DRINK,92,220,2,617,default_value,11
DRINK,92,320,3,617,default_value,12
DRINK,92,440,2,617,default_value,12
DRINK,92,100,1,617,default_value,12
